text,label
incredible 'business-man' has salary of 10 regular men,1
white house guidance counselor recommends clinton consider career in hotel management,1
tesla debuts carless driver,1
wealthy donors pump millions into sanders' campaign in last-ditch effort to destroy his credibility,1
obama predicts bright future for legal weed,0
queen elizabeth unnerved by stephen miller's requests to sample royal baby,1
"no climate justice, no peace",0
plan to make snacks last through opening credits fails,1
hollywood maintenance crews sent out to patch up film industry's plotholes,1
fcc sentences artie lange to death,1
kevin hart drops an f-bomb in awkward nfl network interview,0
snoop dogg rips trump in 'make america crip again',0
"ladies, let 1970 cosmo tell you 'things to do with your hands that men like'",0
"script could use another pass, mom says",1
climate-denying weather channel founder frets about a hillary clinton victory,0
reality of fatherhood never truly dawned on man until he held newborn son's hospital bill,1
social media startup looking for smug little fuck to take leadership role,1
"misery may love company, but your company should not love misery",0
tesla's elon musk is thinking about designing an electric plane,0
inconsolable sarah palin opens up about sacha baron cohen betrayal to cardboard cutout of whoopi goldberg,1
before the end of the year...,0
all-dad blues band a critical disappointment,1
mitch mcconnell celebrates brett kavanaugh as culmination of everything he's worked against,1
dog who successfully detected cancer in owner put down for practicing medicine without a license,1
taylor swift teases 'i don't wanna live forever' music video with zayn (update),0
savings passed on to local woman,1
"weird, creepy guy just hanging around same website all day long",1
house conservatives are trying to kill the lame-duck session,0
10 habits of people in the most toxic relationships,0
niall horan and james corden parody ginuwine's 'pony' in this halloween treat,0
scientists identify possible cause of huge ice shelf collapse,0
6 facts you didn't know about trade and how they affect you,0
husband calls for greater separation of church and mate,1
report: one guy really fucking up 4-way frisbee circle,1
traveling tips for families with special diet,0
the secret of ugly sweater day,0
man worried the 6th 'transformers' movie will just be stupid,1
area man wins conversation,1
"oh god, invitation to lunch somehow trickled down to office weirdos",1
guy creates trump inauguration flyer we should all start passing out,0
why attending a college in a big city is the fastest way to grow your career,0
nra sends complimentary bereavement gun baskets to families of shooting victims,1
family has extremely lax standards for who gets to be called aunt,1
"area woman slams down phone, waits for it to ring",1
geologists say continents may have drifted apart after emotional falling-out,1
"at philly's independence mall, pope francis offers his definition of religious freedom",0
joe walsh executed to keep 'eagles greatest hits' sales ahead of 'thriller',1
"dolce & gabbana launched a line of hijabs and abayas, but something's off",0
horrified nation wakes up on cyber monday to find amazon echo devices embedded beneath skin,1
democrats and republicans agree more than you'd think about kim davis and abortion rights,0
islamophobic heckler interrupts muslim woman's tv interview on islamophobia,0
congresswoman fights for gun control because she almost lost her life to gun violence,0
chinese food emojis? chinese food emojis!,0
proposed immigration law calls for u.s. to shut down border slide,1
it's a girl for christina aguilera!,0
moving forward into 2017: four resolutions if you are grieving,0
the important conversation almost no one seems to be having,0
proud species commits suicide rather than be driven to extinction by humans,1
critics worried new cia report puts u.s. at considerable risk of transparency,1
netanyahu doubles down against obama with powerpoint on perils of affordable care act,1
kushner assures worried ivanka they'd definitely be last jews to go,1
pope francis finds self in hell after taking wrong turn in vatican catacombs,1
lucky bastard gets to be in coma,1
another university stops students from passing out copies of the constitution,0
zeke thomas wants gay men to stop staying silent about assault,0
toy prepares child to one day pull around real telephone on wheels,1
diego luna's short film celebrates 'the immigrants that make the u.s. great',0
family embarrassed by way son died,1
why the rohingya can't return,0
profiles in courage: sometimes it's the last place you think,0
mark judge can't believe that fucking lightweight kavanaugh got 'boofing' and 'the devil's triangle' wrong,1
un chief warns that women's rights are under attack worldwide,0
bryan cranston once married a couple flying over the hollywood sign,0
blood-spattered sarah huckabee sanders holds up huge dismembered penis to prove presidential member completely normal,1
mom uses face-painting skills to turn kids into 'something magical',0
should i eat it? a dining guide for toddlers,0
u.s. now 40 percent sports paraphernalia,1
america's love affair with ally mcbeal ends violently,1
husband experimenting with open marriage,1
fox news stars at the gop convention really don't want to talk about roger ailes,0
look: this is what an lgbt ally looks like,0
international operators of equity crowdfunding sites beware -- the sec may come after you,0
heroes everywhere are signing a petition to have deadpool host 'snl',0
'the bachelor' season 20 premiere recap: ben higgins still feels unlovable,0
pope francis' iraq peace message meets the reality of war,0
kangaroo decides he'll get there faster by just running,1
"black cat runs onto hockey rink, likely dooming san jose sharks",0
quiet guy mistaken for nice guy,1
"ted cruz, marco rubio urge oregon militants to stand down",0
report: purchasing items from onion store most important way to either stop or help donald trump,1
disembodied voice in elevator wants to know way to san jose,1
man in elevator in on conversation now,1
"'f**k it, i quit' anchor explains her dramatic exit",0
"woman agrees to pay for wrong lottery ticket, then wins $5 million",0
why toothpicks are the best cake testers,0
when area waitress gets a chance,1
child lies for parents' own good,1
subconscious can't wait to turn offhand remark from boss into dream about drowning horse,1
once upon a festival 2015 is upon us,0
ohio state puts urban meyer on paid secret coaching leave,1
eric trump leaves plate of seared foie gras outside bedroom door of despondent donald trump jr.,1
breitbart criticized for publishing humanizing profile of libtard beta-cuck,1
internal weakness openly shared with coworkers,1
"sinatra, hope, reagan deadlocked in race to grave",1
woman who's been on the pill for years thinking about switching to new set of debilitating side effects,1
pro-trump trolls target megyn kelly's new book on amazon,0
stepmom doesn't expect kids to call her stupid bitch right away,1
scientists trace campus-wide pussy shortage to zbt house,1
un quietly pushed into east river,1
u.s. allies line up for exemptions from trump's tariffs,0
jennifer lawrence and aziz ansari give new meaning to #friendshipgoals,0
white house publishes contact information of people who wrote to it concerned about privacy,0
chinese man just glad fuckin' 4716 over,1
'game of thrones' star maisie williams claps back at sexist headline,0
"for the love of god, let that not be an engagement ring on kylie jenner's finger",0
clinton becomes first president to clear 18 feet in pole vault,1
the trauma that followed my surprise pregnancy,0
panicked man looking for son stressing everybody out,1
"cleveland, ohio is a magical place",0
michelle obama shutters 'let's move!' program after failed 3-year run,1
jeff sessions reportedly revives probe of uranium one deal,0
choose gratitude or anger: a 3-part test (if you dare),0
nypd deploys new line of plain clothes cop cars,1
cash-strapped npr launches 'a couple things considered',1
clinton campaign airlifts 200 crates of volunteers to wisconsin headquarters,1
ruth bader ginsburg returns to off-season lifeguarding job,1
study reveals lobsters feel pain and get off on it like the kinky little perverts they are,1
matthew mcconaughey once faked an australian accent for an entire year,0
"hillary clinton's pot proposal is popular, but it probably won't help her win",0
8-year-old allowed to stay up late to watch johnny carson's funeral,1
report: this week's all fucking hell breaking loose projected to be 30% more insane than last week's complete shitshow,1
"'nothing is more attractive than confidence,' says woman who has apparently never seen sonic the hedgehog cosplay",1
first-time voter will always remember day he cast ballot for nick barborak,1
alex delarge forced to step down as leader of droogs amidst allegations of sexual misconduct,1
desperate u.s. colleges weigh emergency bob marley legend ban,1
husband calls for greater restrictions on pier one imports,1
dan fogelberg fails to soothe area lite 108 listener,1
"dennis hastert fights to locate, save neck",1
network news satellites collide over iraq,1
iran ready to talk about how awesome nuclear program is,1
north korea promised to include release of u.s. citizens in meeting with trump: report,0
meet the millennial men who love hillary clinton,0
controversial study links e-cigarettes to formaldehyde exposure,0
executive reschedules wife's birthday for october,1
werner herzog: i killed and ate timothy treadwell in 2003,1
banksy exhibit inspires ex-drug addict to change his own life through art,0
is my special child being bullied?,0
5 single parent dating tips,0
this 1927 essay proves we've always worried about the future of books,0
the new york daily news bill cosby cover doesn't pull any punches,0
"'new york times' vr program takes user inside immersive, 3d world of paul krugman",1
kellyanne conway won't say whether she will report to john kelly,0
executioner enters lethal injection room with bag from home depot,1
'i am under 18' button clicked for first time in history of internet,1
bird has big plans for cage,1
fda approves nasal-spray version of overdose drug naloxone,0
stephen colbert destroys dissenting justices in same-sex marriage decision,0
jail deputies arrested for allegedly beating mentally ill inmate to death,0
the one word that shifted my attitude about fear,0
woman knew ever since age 40 she didn't want children,1
stop everything: lady gaga is coming to 'rupaul's drag race',0
the overlooked way that companies can make workers more loyal,0
"report: detroit bankruptcy might transform city into some kind of hellish, depopulated wasteland",1
bringing the girl scout movement to the crossroads of the west,0
catalan leader says region cannot accept 'illegal' control from madrid,0
"expansive obama state of the union speech to touch on patent law, entomology, the films of robert altman",1
how to break your way into a locked suitcase... just so you know,0
please leave your type a-ness off my yoga mat (and i'll do the same),0
joe paterno's name to remain on joe paterno center for covering up sexual abuse,1
"study: beginning email with short, disingenuous inquiry into personal life best way to network",1
binge-watching netflix is making you feel lonely and depressed,0
lessons from losing a friend,0
jason priestley praises shannen doherty's bravery amid cancer battle,0
unattractive man not fooling anyone by dressing well,1
palmolive attacks dawn for coddling grease,1
van's rocking motion discourages would-be knocker,1
the power of perspective,0
election experts warn maine's voting system leads to greater risk of getting finger pinched by live lobster stuffed into ballot box,1
charlize theron hired to ride struggling cleveland light rail system monday through friday,1
heaven slides to sixth place in annual quality of afterlife rankings,1
trump's labor law enforcer freezes worker-friendly reforms made under obama,0
the grid: startup promises ai webdesign for the masses,0
far right surges as italy faces hung parliament,0
what your gums are trying to tell you,0
steven spielberg joins dc universe for 'blackhawk' film,0
mom holds knife to throat of dinner guest who offered to help with dishes,1
why it's hard to be a woman,0
entire life of universe flashes before stephen hawking's eyes,1
report: election may come down to single candidate,1
obama narrowly survives carnivorous section of rose garden,1
tearful salma hayek at a loss for words over manchester attack,0
'new york times' reader stoked after noticing article penned by favorite reporting duo,1
man hoping people notice how many folding chairs he's carrying at once,1
"pathetic, washed-up rock star on fifth decade of doing exactly what he always wanted",1
baby has sinking feeling he left home without oversize multicolor plastic keys,1
group cheers after group hears group's name called,1
the same-sex marriage decision: what to make of the dissenters,0
robert pattinson & fka twigs spend time at chateau marmont,0
struggling lower-class still unsure how best to fuck selves with vote,1
facebook to block private gun sales,0
earth orbit: getting crowded... much faster,0
nyc conservationists decry destruction of rat habitats,1
defiant mitch mcconnell holds merrick garland's severed head aloft in front of capitol building,1
u.s. life expectancy falls as more people die from illnesses,0
kirstjen nielsen reminds herself she a private citizen now after instinctively detaining mexican child on the street,1
to the parent whose heart is hurting this holiday season,0
leftover christmas billboard stirs seasonally inappropriate emotion,1
dean mentions he'd make a great secretary of health and human services,1
exhausted studio has done all it can in terms of building excitement for 'the lincoln lawyer',1
woman panics after accidentally getting into exact-change lane,1
owner pleads with cat to react to fuzzy object,1
10 secrets of irresistible people,0
"trump rebuffs his opioid task force, declines to declare state of emergency",0
informal tone of cover letter sets job applicant apart from seriously considered candidates,1
aurora releases theater shooting response report,0
toilet-paper edge given classy appearance with triangular fold,1
boston must mull renaming iconic building to give civic dignity to blacks,0
taylor swift says ryan adams' 1989 cover album is 'such an honor',0
gop candidates bound to feel 'climate shock' on the  campaign trail,0
everything in power done to appear interesting to attractive woman on subway,1
heidi cruz gets a boost in new york from trump 'nastiness' backlash,0
fan just going to keep open mind about whether new 'star wars' best or worst movie ever,1
literally everyone should stock up on these 9 useful prime day discounts,0
fate of cargo ship unknown as hurricane joaquin batters bahamas,0
mom responds to unsolicited advice about improving her postpartum body,0
excited juror feels like murder trial being put on just for her,1
new 'baby weinstein' tapes prepare infants for career in entertainment law,1
the president hits a home run nominating richard verma as u.s. ambassador to india,0
real-life nancy drew traces source of her hpv,1
american airlines announces it will no longer try to match seatmates by interests,1
inequality in tech: may i ask one more question?,0
cryptic long john silver's campaign just says 'you are the bait now',1
the extraordinary journey of india's first olympic gymnast,0
"report: consumer confidence in amorphous, indefinable idea of economy highest since 2006",1
"this artist created a show just for dogs, and they loved it",0
search underway after disneyland guest with autism drops lanyard while collecting pins,0
u.s. loses u.n. membership after embarrassing video of nation surfaces on internet,1
report: 79% of sincere thoughts played off as jokes,1
bush calls in national marching band to lift u.s. spirits,1
"to fight radicalization in southeast asia, empower the women",0
fbi panicking after learning encrypted national security communications may have been intercepted by trump administration,1
"town still can't think of name for largest, most used street",1
"at the university of texas,  echoes of its confederate past reverberate in the present",0
rory feek says watching his daughter grow up better than a grammy win,0
woman apologizes for what appears to be clean house,1
"jerry brown: 'troglodyte' trump supporters 'dwell in deep, dark caves'",0
open-minded voter waits almost 5 minutes into debate to decide who won,1
billy eichner gives us a thanksgiving parade for people who don't have kids,0
uae warns citizens to avoid wearing traditional clothing while abroad,0
california police chief lashes out at dhs over immigration raids,0
mad lib filled with swears,1
keeping jobs in the united states; start leading by example,0
"'game of thrones' audience disappointed by season finale's bland, uninspired incest",1
protesters ejected from donald trump rally after holding up pocket constitutions,0
authorities say blacklight analysis shows velvet poster of mushroom kingdom looking even cooler than previously imagined,1
movie studio blows whole budget on big-name gaffer,1
how a family's lack of access to medical marijuana morphed into a messy legal feud,0
starring in hollywood blockbusters los angeles man's only claim to fame,1
shaken secretary of transportation reduces speed limit to 5 mph after witnessing accident,1
frat brothers draw all over pledge who passed away at party,1
"'hold still,' says eric trump swinging sword at don jr. trapped inside knight's armor",1
"trump offers clear, historical precedent for deploying u.s. military with no provocation",1
man losing respect for incompetent boss who won't fire him,1
trump bestows medal of honor on john mccain's tumor,1
failure is an essential element of success,0
nato confronts turkey on human rights concerns after donald trump lets them slide,0
democratic response to trump speech highlights party's struggle moving forward,0
pride in mental health: an interview with the trevor project and crisis text line,0
newly blond kanye west makes first appearance after hospitalization,0
is it time to level the playing field for college athletes?,0
guy riding atv has really been looking forward to breaking his neck on wooded trail,1
hydra decides to see doctor about painful ingrown head,1
company's employees spend entire day touching base,1
3 dead after car plows into group of trick-or-treaters,0
queen bun gives birth to thousands of tiny rolls,1
'breaking bad' creator thinking maybe next season should take dark turn,1
missing park ranger found in better-paying job,1
budget cheat day lets government splurge on anything it wants once a week,1
clinton woos gay vote with freddie mercury mustache,1
why i'm still #teamlogan even after the 'gilmore girls' revival,0
my experience of coming out in kentucky...,0
museum proudly exhibits picasso shitty enough to be in kansas city,1
"media outlets pledge evenhanded criticism of trump, clinton over next 4 years",1
when the air in your home is more polluted than outside,0
"exhausted, defeated voters finally beginning to relate to hillary clinton",1
3 cups of coffee confident they can take man's anxiety from here,1
verb to follow noun; prepositional phrase to follow,1
"amid an industry boom, incarceration for weed still threatens black women",0
morale low at state department after only employee fired,1
twitterverse trolls marco rubio over his 'fool' bible verse tweet,0
football-loving americans harassed for wearing turbans to nfl game,0
"adult-entertainment industry donates $100,000 in charity sex to hurricane victims",1
ex-con back behind bar,1
barack obama 'tiger beat' cover clinches slumber party vote,1
"college for convicts:  the need is great, the time is now",0
trevor noah mocks republican conspiracy theories on russian probe,0
partially faded hand stamp undermining everything prosecutor says,1
report: some small town enjoying last days of anonymity before harrowing tragedy,1
gentle ben biographer's shocking new book reveals famous bear's 28-pine-marten-a-day habit,1
what happened when a black reporter crashed a white nationalist event,0
"immigrant detainees may be dying because of inadequate care, doctors say",0
family tells ailing mandela racism over,1
need for more places to sit becomes election's most important issue,1
"flashback: ferguson cops beat man, charged him for bleeding on their uniforms",0
the hollow republican promises to 'read the bill',0
new law prohibits kaleidoscoping while driving,1
"president trump compliments kim jong un, makes case for north korean nukes",0
"do you know why i'm pulling you over, being wildly aggressive, and charging you with assault today, sir?",0
why the electoral college matters,0
comments mysteriously disabled on youtube video of sparrow in yard,1
self-conscious puppet has no idea what to do with hands,1
here's why some black women aren't here for #womenboycotttwitter,0
silencing milo,0
the perfect to keep a sexy bod and still enjoy your vacation,0
first nighter: choreographer christopher wheeldon sparks the gershwins' 'an american in paris',0
don't believe the derrick rose hype,0
nicoderm introduces new nicotine eye patch,1
naomi watts and liev schreiber hit the emmys red carpet,0
debris found in south africa could be from missing flight mh370,0
"margarita lovers, behold: someone made a cloud that rains tequila",0
brooklyn pizza restaurant gets threats after video links it to 'pizzagate' hoax,0
guest given air mattress that will slowly deflate throughout night,1
loft's highly anticipated plus-size line is finally here,0
zambia tired of being mentioned in 'news of the weird' section,1
the fallen served for our freedom,0
epa study: rivers shouldn't smell like shit,1
"audubon society reveal they've only seen, like, 3 birds",1
'draft biden' effort debuts its first tv ad,0
john legend gushing about chrissy teigen and baby luna is just the cutest,0
rescued lion has been obsessed with blankets since he was a baby,0
bill o'reilly's advertisers can't keep looking the other way,0
aisle view: the queen takes the stage,0
congress sets date for obama's last state of the union address,0
"report: oh, fuck yeah, egg yolk dripping all over sandwich",1
a 'sea of black masks': prosecutors open felony trial of inauguration protesters,0
newborn constantly terrorized by horrifying shapeless blobs,1
magna carta: awesome tale,0
avoiding popular songs somehow accomplishment for local man,1
last great party of life to result in first child,1
coworker retreats to remote corner of office to complete disgusting food order,1
the bhikkunis: exploring the history of female monks in thailand,0
raising a special child,0
"doctors are getting more engaged in the gun violence debate, but it's not rocket science",0
unhinged lunatic using facebook to spread conspiracy theories,1
britney spears soaks up the sun in tiny yellow bikini,0
female democrats say down-ballot republicans are taking cues from donald trump with sexist ads,0
very specific food pyramid recommends two to three shrimp scampis per year,1
"captor, captive have different senses of humor",1
"cubs fans cautiously optimistic after jake arrieta throws 8th no-hitter, team scores over 30 runs for 12th consecutive game",1
5 types of annoying people to avoid at all costs,0
4 steps to a younger-looking neck,0
new 'game of thrones' trailer provides sneak peek at show's climactic all-cast dance number,1
2024 financial collapse passes house 258-159,1
meaning of dream obvious to everyone else,1
man can't help but think he played small part in female coworker's success by not actively sabotaging her career,1
biden's ebay feedback rating dips below 35 percent,1
bitcoin bowl and the disruption of fiat currency,0
greece and europe on the edge,0
2016 was awful for pretty much everything except podcasts,0
breaking: friend who just got motorcycle already dead,1
from ball turret gunner to guerilla fighter,0
toddler adjusting to society after serving 2-minute timeout,1
donald trump thinks north carolina got it wrong on anti-lgbt bathroom bill,0
9 bad manager mistakes that make good people quit,0
biden sadly realizes this could be last time he throws lit firecracker into press conference,1
aaron carter opens up about his sexuality in emotional twitter post,0
princess charlotte has maybe the most fashionable christening ever,0
coffman says tancredo is 'bored' and angry,0
calls to lgbtq mental health hotlines rise after trump's anti-transgender action,0
"um, reese witherspoon's look-alike daughter is stunning",0
three-year-old gets carried away,1
safeguarding the well-being of children,0
wondrous world of fishes last checked out 4/17/67,1
it's not far and einstein,0
nabisco baffled after trump administration gives it $200 million contract to rebuild puerto rico's roads,1
scientists reveal secret to boosting your metabolism during sleep,0
dazed mike pence wakes up 15 miles outside d.c. after asking god to deliver him from evil,1
5 mistakes to avoid during your wedding night,0
living in the moment: the beauty of uncertainty,0
going back to congo,0
former black panther uses 'bonus years' to make art,0
video game blacksmith struggling to compete with random chests full of free armor all over kingdom,1
podcaster makes solemn promise to improve sound quality next episode,1
survey: genital stimulation maintains popularity,1
man who should be president has asymmetrical eyebrows,1
taylor swift inspires 200 million fans to register to vote in tennessee,1
a talk with fabio viviani,0
scavenger-hunt party 'not leaving without twine',1
trump jokes about fate of vulnerable gop senator during health care talks,0
area man no longer playing up resemblance to kevin spacey,1
brie larson's 'trainwreck' audition was going to lunch with judd apatow and amy schumer,0
herpetologist names son after famous herpetologist,1
supreme court hands a major victory to workers who were stiffed on overtime pay,0
"the 5 top u.s. national parks, in photos",0
38 women accuse director james toback of sexual misconduct,0
feeling overwhelmed by all the news this year? you're in the minority.,0
militia leader sentenced to 6 months' probation for war misdemeanors,1
"single, unemployed mother leeching off government",1
cousin really going all-in on retweeting porn stars,1
gop officials: kavanaugh shouldn't be held accountable for something he did as white teenager,1
yak chews thoughtfully,1
bounced joe biden check still taped up in delaware liquor store,1
there really is an increased risk of heart attack over the holidays,0
ruling galaxies but not countries: new research on women in film,0
why a dad was forced to leave the hospital the day his baby was born,0
the legacy i didn't know i wanted,0
photograph of little girl being absorbed into michelle obama portrait goes viral,1
at&t set to announce directv acquisition sunday,0
9 entrepreneurship lessons from the mountains,0
"half of nation outraged at new, not-yet-released michael moore film",1
watch: 'freakshow' star attempts life-threatening stunt,0
nate silver projects super tuesday results using microscopic electorate grown in petri dish,1
mannequins seem really in love,1
trump pours himself glass of chocolate syrup on rocks to unwind after stressful day,1
abused child running out of black crayon,1
"facing rising seas, remote alaskan village votes to move (again)",0
gulf of mexico inducted into opec,1
snooping on your smartphone: how to avoid apps spying on you,0
critics blast al gore's documentary as 'realistic',1
scarface onesie social worker's first tip-off,1
"bodybuilder strong, but now what?",1
"someone threw the 'veep' music over that awkward trump non-signing, and it's fantastic",0
why calls for boycotts always hurt the wrong people,0
obama's foreign policy approval drops in new poll,0
world wildlife fund now just trying to get few nice photos of every species for posterity,1
'parks and rec' star natalie morales comes out as queer,0
mental health experts say friends giving away possessions could be warning sign they planning on moving,1
"hillary clinton to release 2015 tax returns within days, criticizes donald trump",0
changing residency standards attack student voters,0
gisele bundchen dons a nude bodysuit,0
"father of war hero near tears as he pleads with paul ryan, mitch mcconnell to 'repudiate' trump",0
counselors quarantine homesick campers,1
public-speaking student to make point of gesturing,1
presidential campaigns haven't agreed to 'acceptable' post-election press access,0
twitter goes crazy after ugandan president museveni takes mysterious roadside call,0
former high-school bully pulls you over for speeding,1
"international women's day: will ""western women save the world""?",0
universe ends as god wakes up next to suzanne pleshette,1
protecting america from its president,0
5 reasons you should let your mind wander,0
dzhokhar tsarnaev courtside at pacers-heat game,1
texas environmentalists lobby for solar-powered electric chair,1
"obama unsure how to turn huge support among women, latinos, gays, african-americans into electoral victory",1
"""how do we allow a gunman to come into our children's school?""",0
new climate change study just 400 pages of scientists telling americans to read previous climate change studies,1
white house flag now moving minute to minute to indicate trump's mood,1
syria misses another chemical weapons benchmark despite 'significant progress',0
new study finds humans could lose vestigial heads in less than 100 years,1
i cannot take gabrielle union's op-ed on nate parker lightly,0
report: you're far too dumb to be reading the mueller report yourself,1
there's a serious shortage of psychiatrists in the u.s.,0
jessie james decker shares inspiring message about post-baby bodies,0
tiffani thiessen's daughter and newborn son are beyond adorable,0
'rock the vote' propels metallica to senate,1
from soup to skills: the best ways to volunteer on thanksgiving,0
fcc to fine americans who don't keep up with tv shows,1
renowned ornithologist always secretly wanted to be a bird,1
"'repealing net neutrality will help spur innovation,' announces face of ajit pai blaring from every computer screen in nation",1
kavanaugh surprised senate not questioning fact he never went to law school,1
area man likes food,1
sanders beats all top republican candidates in latest poll,0
edge of table victorious over toddler,1
rhode island marketing chief quits over tourism video showing iceland,0
fat girl euphemized,1
surfer finds ring 35 years after he lost it,0
a gamechanger: nobel prize winner kailash satyarthi,0
birthday boy admits accepting gifts,1
a millennial dad's tech divide,0
'saving private ryan' actor tom sizemore arrested for domestic violence,0
"karl lagerfeld horrified by uninspired, garish tunnel of light coming toward him",1
'me decade' celebrates 35th year,1
antidepressant medication label reminds users that pill should never be mixed with long look in mirror,1
area cow doesn't suspect a thing,1
wendy williams faints on live tv dressed as the statue of liberty,0
parents wish weak-willed daughter would push back against violin lessons just a little,1
ben affleck defends decision to set 'argo' in boston,1
study finds average american inadvertently eats equivalent of 8 pieces of fruit per year,1
museum's audio guide informs visitors how much more they getting out of experience than others,1
strip poker ends solemnly with scar explanation,1
steve harvey is still milking his miss universe f**kup in t-mobile super bowl commercial,0
man always attempts to intercept tossed things,1
argentina president's bizarre werewolf mishap,0
pope francis rides into st. peter's square on giant glowing lamb for easter mass,1
deray mckesson sues baton rouge police over protest arrests,0
author of 'introduction to algebra' recalls textbook being rejected by 12 publishers before getting accepted,1
firefighter excitedly checks drop-off bin to see if they got any babies while they were out,1
"president urges calm, restraint among nation's ballad singers",1
'back to dock' voted most popular destination among current rowboat passengers,1
parody movie script one crotch-hitting joke short of being greenlit,1
mindfulness in your 20s: lessons i learned from a hitchhiker,0
narcissist convinced total strangers would want his organs,1
whippoorwill has had same 3-note song stuck in head for entire life,1
"mr. trump, 17 presidents before you protected our national parks. will you?",0
high school students line up for school oil portrait day,1
guy who came in late not sure how much longer he should pretend to be frazzled,1
"in first and only vote on trump's muslim ban, republicans fail the test",0
"receptionist takes leave of absence citing dehydration, exhaustion",1
netflix may expand into news,0
religious scholars discover jesus christ delivered by dr. sidney adler,1
corrugated-cardboard lobby once again rates all 535 congressmen 'poor' on corrugated-cardboard-related issues,1
"youtuber cringing while watching amateurish early, current work",1
pediatricians announce 2011 newborns are ugliest babies in 30 years,1
nationwide tax day marches demand donald trump release his tax returns,0
paul ryan quickly runs tweet about texas shooting past wayne lapierre before posting,1
how the traditional nylon toothbrush may be causing your gums to disappear,0
coast guard terror suspect released after cell needed for nonviolent drug user,1
report: voters may have tried to influence '96 election,1
four simple tips to make your engagement session rock,0
man spends long day at work waiting to go home and be lonely,1
orrin hatch delivers farewell address from coffin descending into plot dug in middle of senate floor,1
this eating disorder awareness campaign boycotts the 'before' photo,0
new altar boy clearly not ready for spotlight of 10 a.m. sunday mass,1
donald trump promises republican senator he'll lose an election that doesn't exist,0
"oliver stone thriller 'individual 1' already written, filmed, nominated for 5 golden globes",1
keebler expands line of residence-themed crackers,1
furious maitre d' can only assume hostess didn't realize she was addressing everlast,1
surging demand for rechargeable batteries is driving business to south america,0
woody harrelson spends two hours drawing marijuana leaf on binder,1
writer unwilling to admit his screenplay perfect fit for justin long,1
a bollywood sitcom with priyanka chopra is coming to america,0
"pamela anderson talks candidly about love, forgiveness and her foundation",0
mom's honest post nails the many contradictions of motherhood,0
shape magazine declares july 'let yourself go' month,1
kelly clarkson reacts like any mom to news she's getting a vacation,0
skilled sotheby's auctioneer accidentally sells self at auction for $2.5 million,1
clinton promises to enact agenda whether or not she elected,1
junk mail locked back inside letterbox until something more important delivered,1
seed of world war iii planted in beijing middle-school gym class,1
the cyberspace revolution: why are the media ignoring it?,1
"charles krauthammer has ashes spread over prosperous, liberated iraq",1
daniel boulud awards scholarship to c-cap alum,0
target of future drone attack urges american intervention in syria,1
landlord not convinced heat isn't working,1
new climate change report just list of years each country becomes uninhabitable,1
"purchase of jeans ushers man into exclusive, ultra-cool subculture of jeans-wearing americans",1
new evidence suggests dinosaurs died in cretaceous period hospice,1
congress approves $40 million to fight teens,1
bedtime story from fucking bible again,1
tina yothers fantasy camp files for bankruptcy,1
why adults still experience back-to-school anxiety,0
this absolutely the last time bouncer cleans up vomit,1
brett kavanaugh reiterates cruel and unusual punishment what makes someone a true kappa,1
what is love? this lesbian teen has it all figured out (video),0
america ferrera posts tearful message on post-election grief,0
two years after sandy: addressing the emotional needs of survivors,0
it's another ho-ho-horowitz christmas!,0
two thumbs down on air nonsense,0
employees still have no idea what's going on after attending meeting,1
fbi agent still tasked with following noam chomsky around prepares for another day in local panera,1
"annoying, well-adjusted friend even fucking meditating now",1
here are 10 of the best political quotes of 2014,0
bill clinton has unibeam installed in chest,1
dementia patient's family keeps ripping her away from idyllic world of 1950s,1
congo postpones elections as opposition calls for general strike,0
a quick guide to this year's oscar best picture nominees,0
the other rev. king: a word from mississippi,0
"donald trump to meet with editors of new yorker, vanity fair and vogue",0
facebook's war continues against fake profiles and bots,0
"why i didn't run from my rapist, why i couldn't",0
what i learned about my son is the best mother's day gift ever,0
puerto rico is a man-made disaster,0
"reflections for an uneasy memorial day: obama's mystery achievements, trumping dangerous nonsense",0
mexico mayor killed less than a day after taking office,0
report: most americans have fewer than 5 hobbies saved for retirement,1
berkeley campus on lockdown after loose pages from 'wall street journal' found on park bench,1
when anxiety has you (literally) pulling your hair out,0
paleontology class winces whenever fundamentalist kid raises hand,1
teen anxious for cigarette addiction to kick in,1
david lynch finally releases colorized edition of 'eraserhead',1
what future for iraq? interreligious debates at the sant'egidio meeting,0
full summer of tending backyard garden produces single edible cherry tomato,1
man on rolling swivel chair pushes away from desk like blue angel breaking formation,1
"cutting off politwoops, twitter follows the needs of politicians, not public interest",0
bill nye says empathy is necessary for human survival,0
get from spain to portugal in less than a minute,0
new ronco food exposer spoils food overnight,1
back for a second season: hardwired 2.0,0
family finds frozen kitten and nurses him back to life,0
14 things 'parks & recreation' taught us about food,0
all-female rock band reminds moms they are 'enough',0
president's cathartic words help nation begin to heal following yet another senseless 'saturday night live',1
rose byrne will return as moira mactaggert for 'x-men: apocalypse',0
dozens injured after trains collide in pennsylvania,0
filmmaker brett ratner wants to make history with charlottesville unity concert,0
trump doesn't really want you to know that obamacare enrollment just started,0
"nuclear threat still 'very real,' says muhammad ali",1
"denny's introduces new 3,000-spider-egg omelet",1
new history channel program explores what would have happened if history channel never existed,1
#dearbetsy campaign implores donald trump's education pick to protect campus rape rules,0
